scaffoldsΩNODE_4_length_379350_cov_35.042700_276	UniRef100_Q64WG0~K06894	91.4	1863	156	2	1	1862	1	1860	0.0	3437
contigsΩNODE_4_length_379350_cov_35.042700_276	UniRef100_Q64WG0~K06894	91.4	1863	156	2	1	1862	1	1860	0.0	3437
before_rrΩNODE_496_length_64089_cov_34.366306_28	UniRef100_Q64WG0~K06894	91.4	1863	156	2	1	1862	1	1860	0.0	3437
scaffoldsΩNODE_10_length_157613_cov_33.680873_37	UniRef100_A0A221JK66~K00265	89.2	1516	160	2	1	1514	1	1515	0.0	2633
contigsΩNODE_10_length_157613_cov_33.680873_37	UniRef100_A0A221JK66~K00265	89.2	1516	160	2	1	1514	1	1515	0.0	2633
before_rrΩNODE_460_length_116925_cov_33.705986_4	UniRef100_A0A221JK66~K00265	89.2	1516	160	2	1	1514	1	1515	0.0	2633
scaffoldsΩNODE_8_length_282777_cov_37.165398_82	UniRef100_A0A139T344~K15726	94.1	1439	85	0	1	1439	1	1439	0.0	2553
contigsΩNODE_8_length_282777_cov_37.165398_82	UniRef100_A0A139T344~K15726	94.1	1439	85	0	1	1439	1	1439	0.0	2553
before_rrΩNODE_518_length_40206_cov_38.377308_7	UniRef100_A0A139T344~K15726	94.1	1439	85	0	1	1439	1	1439	0.0	2553
scaffoldsΩNODE_11_length_153230_cov_39.213473_92	UniRef100_Q5L898~K03046	99.7	1427	4	0	1	1427	1	1427	0.0	2748
contigsΩNODE_11_length_153230_cov_39.213473_91	UniRef100_Q5L898~K03046	99.7	1427	4	0	1	1427	1	1427	0.0	2748
before_rrΩNODE_471_length_104682_cov_37.578749_91	UniRef100_Q5L898~K03046	99.7	1427	4	0	1	1427	1	1427	0.0	2748
scaffoldsΩNODE_10_length_157613_cov_33.680873_91	UniRef100_Q64SU0~K02230	93.8	1439	71	1	1	1421	1	1439	0.0	2586
contigsΩNODE_10_length_157613_cov_33.680873_91	UniRef100_Q64SU0~K02230	93.8	1439	71	1	1	1421	1	1439	0.0	2586
before_rrΩNODE_460_length_116925_cov_33.705986_58	UniRef100_Q64SU0~K02230	93.8	1439	71	1	1	1421	1	1439	0.0	2586
scaffoldsΩNODE_1_length_523019_cov_35.337313_343	UniRef100_A0A1G1TV42~K01190	97.2	1341	38	0	1	1341	1	1341	0.0	2684
contigsΩNODE_1_length_523019_cov_35.337313_343	UniRef100_A0A1G1TV42~K01190	97.2	1341	38	0	1	1341	1	1341	0.0	2684
before_rrΩNODE_531_length_62666_cov_35.358290_8	UniRef100_A0A1G1TV42~K01190	97.2	1341	38	0	1	1341	1	1341	0.0	2684
scaffoldsΩNODE_23_length_70738_cov_38.126081_19	UniRef100_A0A0E2ATW9~K02337	97.9	1298	27	0	1	1298	1	1298	0.0	2545
contigsΩNODE_23_length_70738_cov_38.126081_19	UniRef100_A0A0E2ATW9~K02337	97.9	1298	27	0	1	1298	1	1298	0.0	2545
before_rrΩNODE_500_length_70735_cov_38.123539_19	UniRef100_A0A0E2ATW9~K02337	97.9	1298	27	0	1	1298	1	1298	0.0	2545
scaffoldsΩNODE_11_length_153230_cov_39.213473_93	UniRef100_Q5L897~K03043	99.8	1270	2	0	1	1270	1	1270	0.0	2487
contigsΩNODE_11_length_153230_cov_39.213473_92	UniRef100_Q5L897~K03043	99.8	1270	2	0	1	1270	1	1270	0.0	2487
before_rrΩNODE_471_length_104682_cov_37.578749_92	UniRef100_Q5L897~K03043	99.8	1270	2	0	1	1270	1	1270	0.0	2487
scaffoldsΩNODE_35_length_31366_cov_37.384161_15	UniRef100_A0A016E482~K07787	94.4	1237	69	0	1	1237	1	1237	0.0	2269
contigsΩNODE_36_length_31366_cov_37.384161_15	UniRef100_A0A016E482~K07787	94.4	1237	69	0	1	1237	1	1237	0.0	2269
before_rrΩNODE_440_length_31366_cov_37.384161_15	UniRef100_A0A016E482~K07787	94.4	1237	69	0	1	1237	1	1237	0.0	2269
scaffoldsΩNODE_9_length_160020_cov_39.719382_29	UniRef100_G8XBE4~K03427	53.3	1273	552	17	3	1240	1	1265	0.0	1260
contigsΩNODE_9_length_160020_cov_39.719382_29	UniRef100_G8XBE4~K03427	53.3	1273	552	17	3	1240	1	1265	0.0	1260
before_rrΩNODE_526_length_122541_cov_39.987564_29	UniRef100_G8XBE4~K03427	53.3	1273	552	17	3	1240	1	1265	0.0	1260
scaffoldsΩNODE_1_length_523019_cov_35.337313_279	UniRef100_Q5LAM4~K01952	98.1	1234	23	0	1	1234	16	1249	0.0	2448
contigsΩNODE_1_length_523019_cov_35.337313_279	UniRef100_Q5LAM4~K01952	98.1	1234	23	0	1	1234	16	1249	0.0	2448
before_rrΩNODE_474_length_147898_cov_34.372985_77	UniRef100_Q5LAM4~K01952	98.1	1234	23	0	1	1234	16	1249	0.0	2448
scaffoldsΩNODE_7_length_286996_cov_37.800226_17	UniRef100_Q64YD9~K01190	95.1	1184	58	0	34	1217	1	1184	0.0	2260
contigsΩNODE_7_length_286996_cov_37.800226_17	UniRef100_Q64YD9~K01190	95.1	1184	58	0	34	1217	1	1184	0.0	2260
before_rrΩNODE_443_length_106723_cov_37.671080_59	UniRef100_Q64YD9~K01190	95.1	1184	58	0	34	1217	1	1184	0.0	2260
scaffoldsΩNODE_5_length_339081_cov_37.984555_19	UniRef100_A0A139SYD2~K01191	96.4	1205	43	0	1	1205	1	1205	0.0	2388
contigsΩNODE_5_length_339081_cov_37.984555_19	UniRef100_A0A139SYD2~K01191	96.4	1205	43	0	1	1205	1	1205	0.0	2388
before_rrΩNODE_472_length_258375_cov_38.176780_19	UniRef100_A0A139SYD2~K01191	96.4	1205	43	0	1	1205	1	1205	0.0	2388
scaffoldsΩNODE_1_length_523019_cov_35.337313_295	UniRef100_A0A0K6BWL1~K03737	99.1	1184	11	0	1	1184	1	1184	0.0	2380
contigsΩNODE_1_length_523019_cov_35.337313_295	UniRef100_A0A0K6BWL1~K03737	99.1	1184	11	0	1	1184	1	1184	0.0	2380
before_rrΩNODE_474_length_147898_cov_34.372985_93	UniRef100_A0A0K6BWL1~K03737	99.1	1184	11	0	1	1184	1	1184	0.0	2380
scaffoldsΩNODE_11_length_153230_cov_39.213473_27	UniRef100_Q1CRG0~K00571	36.5	1213	635	29	27	1181	29	1164	8.65e-213	654
contigsΩNODE_11_length_153230_cov_39.213473_26	UniRef100_Q1CRG0~K00571	36.5	1213	635	29	27	1181	29	1164	8.65e-213	654
before_rrΩNODE_471_length_104682_cov_37.578749_26	UniRef100_Q1CRG0~K00571	36.5	1213	635	29	27	1181	29	1164	8.65e-213	654
scaffoldsΩNODE_12_length_139998_cov_37.094696_4	UniRef100_A0A127AYQ9~K21573	31.2	1059	602	40	150	1146	33	1026	6.54e-125	415
contigsΩNODE_26_length_56437_cov_36.985611_4	UniRef100_A0A127AYQ9~K21573	31.2	1059	602	40	150	1146	33	1026	6.54e-125	415
before_rrΩNODE_515_length_55760_cov_37.153889_4	UniRef100_A0A127AYQ9~K21573	31.2	1059	602	40	150	1146	33	1026	6.54e-125	415
scaffoldsΩNODE_8_length_282777_cov_37.165398_159	UniRef100_A0A173VRK9~K13821	82.2	1141	203	0	3	1143	6	1146	0.0	1930
contigsΩNODE_8_length_282777_cov_37.165398_159	UniRef100_A0A173VRK9~K13821	82.2	1141	203	0	3	1143	6	1146	0.0	1930
before_rrΩNODE_447_length_115532_cov_37.083556_14	UniRef100_A0A173VRK9~K13821	82.2	1141	203	0	3	1143	6	1146	0.0	1930
scaffoldsΩNODE_7_length_286996_cov_37.800226_158	UniRef100_W0ET35~K10742	40.6	996	504	20	176	1137	1	942	6.30e-212	641
contigsΩNODE_7_length_286996_cov_37.800226_158	UniRef100_W0ET35~K10742	40.6	996	504	20	176	1137	1	942	6.30e-212	641
before_rrΩNODE_501_length_179903_cov_37.837170_52	UniRef100_W0ET35~K10742	40.6	996	504	20	176	1137	1	942	6.30e-212	641
scaffoldsΩNODE_3_length_402718_cov_33.543387_104	UniRef100_Q5LCU8~K01870	97.1	1141	33	0	1	1141	1	1141	0.0	2277
contigsΩNODE_3_length_402718_cov_33.543387_103	UniRef100_Q5LCU8~K01870	97.1	1141	33	0	1	1141	1	1141	0.0	2277
before_rrΩNODE_530_length_370202_cov_33.557712_78	UniRef100_Q5LCU8~K01870	97.1	1141	33	0	1	1141	1	1141	0.0	2277
scaffoldsΩNODE_7_length_286996_cov_37.800226_36	UniRef100_H8KRZ8~K02014	32.8	1115	620	32	118	1137	17	1097	6.86e-157	502
contigsΩNODE_7_length_286996_cov_37.800226_36	UniRef100_H8KRZ8~K02014	32.8	1115	620	32	118	1137	17	1097	6.86e-157	502
before_rrΩNODE_443_length_106723_cov_37.671080_40	UniRef100_H8KRZ8~K02014	32.8	1115	620	32	118	1137	17	1097	6.86e-157	502
scaffoldsΩNODE_42_length_13513_cov_38.486901_6	UniRef100_A0A127AYQ9~K21573	32.2	1058	610	36	132	1136	23	1026	1.40e-128	424
contigsΩNODE_43_length_13513_cov_38.486901_6	UniRef100_A0A127AYQ9~K21573	32.2	1058	610	36	132	1136	23	1026	1.40e-128	424
before_rrΩNODE_511_length_13513_cov_38.486901_6	UniRef100_A0A127AYQ9~K21573	32.2	1058	610	36	132	1136	23	1026	1.40e-128	424
scaffoldsΩNODE_18_length_84920_cov_37.904058_47	UniRef100_A0A0E2AM14~K21573	33.1	1080	556	32	113	1135	32	1002	1.79e-147	474
contigsΩNODE_17_length_84920_cov_37.904058_47	UniRef100_A0A0E2AM14~K21573	33.1	1080	556	32	113	1135	32	1002	1.79e-147	474
before_rrΩNODE_495_length_84918_cov_37.902382_47	UniRef100_A0A0E2AM14~K21573	33.1	1080	556	32	113	1135	32	1002	1.79e-147	474
scaffoldsΩNODE_3_length_402718_cov_33.543387_205	UniRef100_A0A0P0FUY0~K21573	30.0	1055	589	41	129	1134	26	980	5.24e-99	343
contigsΩNODE_3_length_402718_cov_33.543387_204	UniRef100_A0A0P0FUY0~K21573	30.0	1055	589	41	129	1134	26	980	5.24e-99	343
before_rrΩNODE_530_length_370202_cov_33.557712_180	UniRef100_A0A0P0FUY0~K21573	30.0	1055	589	41	129	1134	26	980	5.24e-99	343
scaffoldsΩNODE_43_length_13308_cov_36.472300_2	UniRef100_Q93TH9~K02014	30.1	1134	626	34	129	1129	26	1125	9.59e-137	449
contigsΩNODE_44_length_13308_cov_36.472300_2	UniRef100_Q93TH9~K02014	30.1	1134	626	34	129	1129	26	1125	9.59e-137	449
before_rrΩNODE_329_length_13308_cov_36.472300_2	UniRef100_Q93TH9~K02014	30.1	1134	626	34	129	1129	26	1125	9.59e-137	449
scaffoldsΩNODE_2_length_424706_cov_34.285840_248	UniRef100_A0A127AYQ9~K21573	31.0	1051	623	31	133	1127	22	1026	2.19e-130	429
contigsΩNODE_2_length_424706_cov_34.285840_248	UniRef100_A0A127AYQ9~K21573	31.0	1051	623	31	133	1127	22	1026	2.19e-130	429
before_rrΩNODE_532_length_140245_cov_33.989184_103	UniRef100_A0A127AYQ9~K21573	31.0	1051	623	31	133	1127	22	1026	2.19e-130	429
scaffoldsΩNODE_8_length_282777_cov_37.165398_19	UniRef100_A0A127AYQ9~K21573	30.6	1044	630	28	138	1126	23	1026	7.84e-132	433
scaffoldsΩNODE_6_length_338063_cov_36.607788_96	UniRef100_A0A127AYQ9~K21573	32.3	1046	609	30	138	1126	23	1026	5.73e-144	465
contigsΩNODE_8_length_282777_cov_37.165398_19	UniRef100_A0A127AYQ9~K21573	30.6	1044	630	28	138	1126	23	1026	7.84e-132	433
contigsΩNODE_6_length_338063_cov_36.607788_96	UniRef100_A0A127AYQ9~K21573	32.3	1046	609	30	138	1126	23	1026	5.73e-144	465
